shipping_id,order_id,shipping_provider,delivery_status,Shipping_date,return_date
10682,10682,UPS,out-for-delivery,2024-12-27,
10683,10683,Canada Post,Delivered,2024-09-26,
10684,10684,Purolator,in-transit,2024-09-26,
10685,10685,UPS,Delivered,2024-10-12,
10686,10686,FedEx,in-transit,2024-05-28,
10687,10687,UPS,Delivered,2024-03-01,
10688,10688,Purolator,Delivered,2024-03-28,
10689,10689,DHL,Delivered,2024-09-23,
10690,10690,UPS,Delivered,2024-09-27,
10691,10691,USPS,Delivered,2024-07-22,
10692,10692,UPS,Delivered,2024-05-14,
10693,10693,Canada Post,in-transit,2024-03-20,
10694,10694,UPS,Delivered,2024-04-08,
10695,10695,UPS,Delivered,2024-11-09,
10696,10696,Purolator,in-transit,2024-11-23,
10697,10697,UPS,in-transit,2024-03-10,
10698,10698,UPS,in-transit,2024-09-29,
10699,10699,Purolator,Delivered,2024-12-28,
10700,10700,Purolator,Delivered,2024-12-06,
10701,10701,Canada Post,out-for-delivery,2024-04-23,
10702,10702,USPS,in-transit,2024-12-04,
10703,10703,Canada Post,in-transit,2024-12-08,
10704,10704,DHL,in-transit,2024-06-19,
10705,10705,USPS,out-for-delivery,2024-07-06,
10706,10706,Purolator,out-for-delivery,2024-01-13,
10707,10707,FedEx,Delivered,2024-03-31,
10708,10708,FedEx,out-for-delivery,2024-04-14,
10709,10709,Purolator,out-for-delivery,2024-08-04,
10710,10710,DHL,out-for-delivery,2024-05-27,
10711,10711,FedEx,in-transit,2024-10-06,
10712,10712,UPS,out-for-delivery,2024-08-29,
10713,10713,USPS,out-for-delivery,2024-07-08,
10714,10714,DHL,Delivered,2024-02-12,
10715,10715,Purolator,in-transit,2024-02-17,
10716,10716,USPS,out-for-delivery,2024-08-09,
10717,10717,Purolator,Delivered,2024-04-15,
10718,10718,UPS,out-for-delivery,2024-02-17,
10719,10719,UPS,Delivered,2024-08-14,
10720,10720,DHL,Delivered,2024-04-15,
10721,10721,Canada Post,in-transit,2024-10-16,
10722,10722,Purolator,in-transit,2024-10-18,
10723,10723,UPS,Delivered,2024-01-26,
10724,10724,UPS,in-transit,2024-01-08,
10725,10725,DHL,in-transit,2024-08-29,
10726,10726,FedEx,Delivered,2024-10-08,
10727,10727,Canada Post,Delivered,2024-06-24,
10728,10728,Purolator,Delivered,2024-08-20,
10729,10729,USPS,in-transit,2024-09-06,
10730,10730,Canada Post,Delivered,2025-01-01,
10731,10731,UPS,Delivered,2024-10-28,
10732,10732,Purolator,Delivered,2024-09-16,
10733,10733,UPS,in-transit,2024-11-29,
10734,10734,UPS,in-transit,2025-01-21,
10735,10735,DHL,out-for-delivery,2024-10-22,
10736,10736,USPS,in-transit,2024-07-27,
10737,10737,USPS,out-for-delivery,2024-08-13,
10738,10738,Purolator,out-for-delivery,2024-11-30,
10739,10739,FedEx,Delivered,2024-01-27,
10740,10740,DHL,Delivered,2024-11-25,
10741,10741,FedEx,out-for-delivery,2024-01-27,
10742,10742,Purolator,in-transit,2024-05-20,
10743,10743,USPS,Delivered,2024-05-22,
10744,10744,FedEx,Delivered,2024-04-13,
10745,10745,UPS,Delivered,2024-11-04,
10746,10746,Canada Post,Delivered,2025-01-19,
10747,10747,UPS,out-for-delivery,2024-03-22,
10748,10748,Purolator,Delivered,2024-09-21,
10749,10749,Purolator,Delivered,2024-12-30,
10750,10750,Purolator,out-for-delivery,2024-11-10,
10751,10751,Purolator,in-transit,2024-01-22,
10752,10752,FedEx,Delivered,2024-07-26,
10753,10753,USPS,Delivered,2024-01-20,
10754,10754,DHL,Delivered,2024-07-10,
10755,10755,DHL,in-transit,2024-09-10,
10756,10756,DHL,out-for-delivery,2024-01-22,
10757,10757,Canada Post,Delivered,2024-05-10,
10758,10758,FedEx,Delivered,2024-07-13,
10759,10759,FedEx,out-for-delivery,2024-10-05,
10760,10760,DHL,in-transit,2024-12-25,
10761,10761,Canada Post,in-transit,2024-05-04,
10762,10762,DHL,in-transit,2024-08-31,
10763,10763,DHL,out-for-delivery,2024-12-30,
10764,10764,Canada Post,Delivered,2024-09-07,
10765,10765,Canada Post,Delivered,2024-03-12,
10766,10766,USPS,Delivered,2024-04-18,
10767,10767,UPS,Delivered,2024-12-06,
10768,10768,USPS,Delivered,2024-12-25,
10769,10769,USPS,Delivered,2024-01-25,
10770,10770,FedEx,out-for-delivery,2025-01-20,
10771,10771,Purolator,Delivered,2024-08-12,
10772,10772,USPS,Delivered,2024-03-19,
10773,10773,UPS,Delivered,2024-12-09,
10774,10774,Canada Post,Delivered,2024-12-06,
10775,10775,UPS,Delivered,2024-04-23,
10776,10776,Purolator,Delivered,2024-10-18,
10777,10777,DHL,in-transit,2024-08-13,
10778,10778,USPS,out-for-delivery,2024-05-28,
10779,10779,Canada Post,Delivered,2025-01-12,
10780,10780,UPS,in-transit,2024-02-04,
10781,10781,DHL,Delivered,2024-07-02,
10782,10782,Purolator,Delivered,2024-05-17,
10783,10783,DHL,out-for-delivery,2025-01-15,
10784,10784,USPS,in-transit,2024-07-18,
10785,10785,FedEx,Delivered,2025-01-07,
10786,10786,FedEx,out-for-delivery,2024-07-10,
10787,10787,USPS,out-for-delivery,2024-01-25,
10788,10788,Canada Post,in-transit,2024-07-17,
10789,10789,USPS,out-for-delivery,2024-01-20,
10790,10790,Canada Post,out-for-delivery,2024-09-27,
10791,10791,DHL,in-transit,2024-07-05,
10792,10792,UPS,in-transit,2024-10-01,
10793,10793,FedEx,Delivered,2024-11-26,
10794,10794,DHL,Delivered,2024-08-14,
10795,10795,USPS,Delivered,2024-12-25,
10796,10796,UPS,in-transit,2024-09-01,
10797,10797,UPS,Delivered,2024-08-12,
10798,10798,Canada Post,Delivered,2024-07-13,
10799,10799,Purolator,Delivered,2024-09-07,
10800,10800,Canada Post,in-transit,2024-09-14,
10801,10801,Purolator,Delivered,2024-07-28,
10802,10802,DHL,out-for-delivery,2024-11-15,
10803,10803,USPS,out-for-delivery,2024-08-07,
10804,10804,UPS,Delivered,2024-03-17,
10805,10805,Canada Post,out-for-delivery,2024-08-19,
10806,10806,UPS,Delivered,2024-03-29,
10807,10807,DHL,out-for-delivery,2024-10-23,
10808,10808,USPS,in-transit,2024-04-04,
10809,10809,Purolator,in-transit,2024-04-19,
10810,10810,DHL,in-transit,2024-06-04,
10811,10811,Purolator,Delivered,2024-05-09,
10812,10812,USPS,Delivered,2024-04-28,
10813,10813,DHL,out-for-delivery,2025-01-17,
10814,10814,DHL,Returned,,2024-02-11
10815,10815,Purolator,Delivered,2024-04-30,
10816,10816,Canada Post,Delivered,2024-12-27,
10817,10817,Purolator,Delivered,2024-11-18,
10818,10818,FedEx,Delivered,2024-12-03,
10819,10819,UPS,Returned,,2024-08-07
10820,10820,FedEx,in-transit,2024-01-15,
10821,10821,USPS,Delivered,2024-09-10,
10822,10822,DHL,Delivered,2024-12-18,
10823,10823,UPS,Delivered,2024-12-15,
10824,10824,FedEx,Delivered,2024-11-09,
10825,10825,Purolator,in-transit,2024-01-31,
10826,10826,DHL,in-transit,2024-07-27,
10827,10827,Canada Post,Delivered,2024-05-03,
10828,10828,UPS,out-for-delivery,2024-06-24,
10829,10829,UPS,Delivered,2024-05-31,
10830,10830,Canada Post,Delivered,2024-12-24,
10831,10831,Purolator,in-transit,2024-09-27,
10832,10832,Canada Post,Returned,,2025-01-19
10833,10833,DHL,out-for-delivery,2024-05-23,
10834,10834,Purolator,Delivered,2024-11-26,
10835,10835,FedEx,Delivered,2024-06-03,
10836,10836,Purolator,in-transit,2024-07-19,
10837,10837,Canada Post,Returned,,2024-01-17
10838,10838,Purolator,Delivered,2024-03-01,
10839,10839,USPS,Delivered,2024-06-03,
10840,10840,USPS,in-transit,2024-10-28,
10841,10841,Purolator,Delivered,2024-11-06,
10842,10842,Purolator,in-transit,2024-01-16,
10843,10843,USPS,Delivered,2024-02-06,
10844,10844,Canada Post,Delivered,2024-09-25,
10845,10845,Canada Post,Delivered,2024-07-31,
10846,10846,Purolator,in-transit,2024-12-30,
10847,10847,USPS,Delivered,2024-08-26,
10848,10848,Canada Post,Delivered,2024-03-17,
10849,10849,FedEx,in-transit,2024-07-24,
10850,10850,FedEx,Delivered,2024-03-13,
10851,10851,Purolator,Delivered,2024-04-27,
10852,10852,Purolator,out-for-delivery,2025-01-02,
10853,10853,FedEx,in-transit,2024-01-27,
10854,10854,DHL,in-transit,2024-04-08,
10855,10855,USPS,out-for-delivery,2024-12-11,
10856,10856,USPS,Delivered,2024-09-27,
10857,10857,USPS,in-transit,2024-02-10,
10858,10858,UPS,in-transit,2024-08-11,
10859,10859,Canada Post,Delivered,2024-08-31,
10860,10860,UPS,in-transit,2024-04-13,
10861,10861,Purolator,Delivered,2024-03-09,
10862,10862,UPS,in-transit,2024-12-01,
10863,10863,Canada Post,out-for-delivery,2024-11-08,
10864,10864,Canada Post,out-for-delivery,2024-02-11,
10865,10865,Canada Post,in-transit,2025-01-17,
10866,10866,DHL,in-transit,2024-07-31,
10867,10867,DHL,in-transit,2024-04-09,
10868,10868,UPS,Delivered,2024-07-18,
10869,10869,UPS,out-for-delivery,2024-01-19,
10870,10870,DHL,in-transit,2024-06-01,
10871,10871,UPS,out-for-delivery,2024-03-25,
10872,10872,UPS,Delivered,2024-09-15,
10873,10873,Canada Post,Delivered,2024-09-02,
10874,10874,DHL,in-transit,2024-08-03,
10875,10875,USPS,Delivered,2024-08-11,
10876,10876,DHL,in-transit,2024-10-12,
10877,10877,DHL,Delivered,2024-06-23,
10878,10878,Canada Post,out-for-delivery,2024-03-11,
10879,10879,Purolator,in-transit,2024-04-12,
10880,10880,DHL,in-transit,2024-12-02,
10881,10881,USPS,Returned,,2024-03-25
10882,10882,USPS,Delivered,2024-04-09,
10883,10883,Purolator,in-transit,2024-03-21,
10884,10884,USPS,out-for-delivery,2024-12-08,
10885,10885,UPS,Delivered,2024-07-02,
10886,10886,FedEx,in-transit,2024-10-10,
10887,10887,USPS,in-transit,2025-01-01,
10888,10888,Canada Post,Delivered,2024-09-08,
10889,10889,Canada Post,Delivered,2024-09-10,
10890,10890,FedEx,Delivered,2024-09-06,
10891,10891,Canada Post,in-transit,2024-03-09,
10892,10892,UPS,in-transit,2024-02-01,
10893,10893,Purolator,Delivered,2024-09-19,
10894,10894,DHL,out-for-delivery,2024-01-22,
10895,10895,UPS,in-transit,2024-02-01,
10896,10896,Canada Post,in-transit,2024-09-23,
10897,10897,FedEx,in-transit,2024-03-20,
10898,10898,Canada Post,out-for-delivery,2024-12-26,
10899,10899,USPS,out-for-delivery,2025-01-15,
10900,10900,Canada Post,in-transit,2024-01-20,
10901,10901,USPS,in-transit,2024-08-08,
10902,10902,UPS,in-transit,2024-06-03,
10903,10903,Canada Post,Returned,,2024-05-25
10904,10904,Purolator,Delivered,2024-02-29,
10905,10905,Purolator,in-transit,2024-04-01,
10906,10906,FedEx,out-for-delivery,2024-09-28,
10907,10907,FedEx,in-transit,2024-01-07,
10908,10908,DHL,out-for-delivery,2024-08-04,
10909,10909,Purolator,Delivered,2024-01-16,
10910,10910,DHL,in-transit,2024-10-22,
10911,10911,UPS,out-for-delivery,2024-11-22,
10912,10912,Purolator,in-transit,2024-11-01,
10913,10913,DHL,Delivered,2024-02-07,
10914,10914,UPS,Delivered,2024-01-08,
10915,10915,USPS,Delivered,2024-08-20,
10916,10916,UPS,in-transit,2024-05-12,
10917,10917,Canada Post,in-transit,2024-02-21,
10918,10918,Canada Post,in-transit,2024-10-12,
10919,10919,DHL,in-transit,2024-01-22,
10920,10920,Canada Post,out-for-delivery,2024-10-11,
10921,10921,UPS,Delivered,2024-12-05,
10922,10922,USPS,in-transit,2024-10-19,
10923,10923,UPS,out-for-delivery,2024-03-28,
10924,10924,DHL,in-transit,2024-02-09,
10925,10925,UPS,out-for-delivery,2024-06-08,
10926,10926,FedEx,Delivered,2024-06-26,
10927,10927,Purolator,Delivered,2024-07-10,
10928,10928,USPS,out-for-delivery,2024-06-12,
10929,10929,Purolator,in-transit,2024-11-15,
10930,10930,UPS,Delivered,2024-08-10,
10931,10931,UPS,Returned,,2024-12-07
10932,10932,DHL,in-transit,2024-12-18,
10933,10933,FedEx,Delivered,2024-06-25,
10934,10934,DHL,Delivered,2024-11-03,
10935,10935,FedEx,out-for-delivery,2024-08-21,
10936,10936,FedEx,Delivered,2024-10-09,
10937,10937,Canada Post,Delivered,2024-02-26,
10938,10938,DHL,Delivered,2024-01-21,
10939,10939,DHL,in-transit,2024-10-04,
10940,10940,USPS,Delivered,2024-12-19,
10941,10941,FedEx,in-transit,2024-07-09,
10942,10942,Purolator,in-transit,2024-11-13,
10943,10943,USPS,in-transit,2025-01-04,
10944,10944,Canada Post,Delivered,2024-07-05,
10945,10945,USPS,out-for-delivery,2024-06-02,
10946,10946,DHL,Delivered,2024-06-13,
10947,10947,Purolator,Delivered,2024-10-10,
10948,10948,DHL,in-transit,2024-04-26,
10949,10949,USPS,out-for-delivery,2024-09-23,
10950,10950,USPS,Delivered,2024-09-04,
10951,10951,Canada Post,Delivered,2024-01-20,
10952,10952,FedEx,Delivered,2024-05-23,
10953,10953,UPS,Delivered,2024-04-03,
10954,10954,USPS,in-transit,2024-08-23,
10955,10955,FedEx,Delivered,2024-08-13,
10956,10956,USPS,out-for-delivery,2024-03-09,
10957,10957,USPS,out-for-delivery,2024-10-10,
10958,10958,UPS,Delivered,2024-04-03,
10959,10959,DHL,Delivered,2024-06-16,
10960,10960,Canada Post,Delivered,2024-05-16,
10961,10961,USPS,Delivered,2024-09-24,
10962,10962,Purolator,in-transit,2024-11-24,
10963,10963,Purolator,Delivered,2024-10-26,
10964,10964,USPS,in-transit,2024-04-27,
10965,10965,USPS,Returned,,2024-04-19
10966,10966,FedEx,out-for-delivery,2024-11-15,
10967,10967,UPS,in-transit,2024-03-31,
10968,10968,DHL,out-for-delivery,2024-09-07,
10969,10969,USPS,out-for-delivery,2024-10-21,
10970,10970,Canada Post,Delivered,2024-07-21,
10971,10971,FedEx,out-for-delivery,2024-05-14,
10972,10972,Purolator,Delivered,2025-01-20,
10973,10973,Purolator,in-transit,2024-01-26,
10974,10974,Purolator,in-transit,2024-11-06,
10975,10975,DHL,out-for-delivery,2024-10-24,
10976,10976,Canada Post,Delivered,2024-12-04,
10977,10977,UPS,in-transit,2024-02-01,
10978,10978,UPS,Delivered,2024-12-29,
10979,10979,USPS,Delivered,2024-09-10,
10980,10980,DHL,out-for-delivery,2024-04-24,
10981,10981,Purolator,out-for-delivery,2024-05-10,
10982,10982,FedEx,Delivered,2025-01-11,
10983,10983,FedEx,Delivered,2024-03-01,
10984,10984,USPS,Delivered,2024-05-23,
10985,10985,UPS,out-for-delivery,2024-08-18,
10986,10986,DHL,Delivered,2024-04-18,
10987,10987,Purolator,Delivered,2024-10-01,
10988,10988,DHL,Delivered,2024-11-14,
10989,10989,USPS,Delivered,2024-04-26,
10990,10990,Canada Post,in-transit,2024-10-20,
10991,10991,Canada Post,Delivered,2024-01-07,
10992,10992,USPS,out-for-delivery,2024-01-30,
10993,10993,DHL,out-for-delivery,2024-11-18,
10994,10994,FedEx,Delivered,2024-06-10,
10995,10995,FedEx,Delivered,2024-06-17,
10996,10996,FedEx,Delivered,2024-02-13,
10997,10997,Canada Post,out-for-delivery,2024-01-05,
10998,10998,Purolator,out-for-delivery,2024-07-02,
10999,10999,USPS,in-transit,2024-04-19,
11000,11000,Canada Post,Delivered,2024-09-12,
11001,11001,DHL,in-transit,2024-03-27,
11002,11002,DHL,out-for-delivery,2024-01-06,
11003,11003,Canada Post,in-transit,2024-12-29,
11004,11004,DHL,in-transit,2025-01-10,
11005,11005,DHL,out-for-delivery,2024-01-10,
11006,11006,FedEx,out-for-delivery,2024-04-09,
11007,11007,UPS,out-for-delivery,2024-11-16,
11008,11008,UPS,out-for-delivery,2024-11-02,
11009,11009,DHL,Delivered,2024-01-12,
11010,11010,Purolator,Delivered,2024-08-10,
11011,11011,USPS,out-for-delivery,2024-12-01,
11012,11012,UPS,out-for-delivery,2024-02-05,
11013,11013,FedEx,Delivered,2024-06-18,
11014,11014,USPS,Delivered,2024-11-26,
11015,11015,USPS,in-transit,2024-10-30,
11016,11016,Purolator,Delivered,2024-12-10,
11017,11017,Purolator,out-for-delivery,2024-07-19,
11018,11018,FedEx,Delivered,2024-10-21,
11019,11019,DHL,Returned,,2024-05-03
11020,11020,UPS,Delivered,2024-03-24,
11021,11021,USPS,in-transit,2024-03-24,
11022,11022,Canada Post,Delivered,2024-07-15,
11023,11023,DHL,Delivered,2024-11-25,
11024,11024,Purolator,in-transit,2024-01-21,
11025,11025,USPS,in-transit,2024-04-01,
11026,11026,Purolator,Delivered,2024-08-31,
11027,11027,USPS,Delivered,2024-06-03,
11028,11028,Canada Post,in-transit,2024-08-31,
11029,11029,UPS,out-for-delivery,2024-01-10,
11030,11030,Purolator,out-for-delivery,2024-09-14,
11031,11031,FedEx,in-transit,2024-10-17,
11032,11032,Canada Post,Delivered,2024-10-20,
11033,11033,Purolator,in-transit,2024-05-05,
11034,11034,FedEx,Delivered,2024-03-05,
11035,11035,Canada Post,Delivered,2025-01-09,
11036,11036,DHL,out-for-delivery,2024-09-06,
11037,11037,Purolator,in-transit,2024-06-30,
11038,11038,Purolator,Delivered,2024-08-06,
11039,11039,Purolator,out-for-delivery,2025-01-03,
11040,11040,FedEx,out-for-delivery,2024-02-22,
11041,11041,USPS,in-transit,2024-06-26,
11042,11042,USPS,Delivered,2024-09-11,
11043,11043,USPS,Delivered,2024-07-07,
11044,11044,Purolator,Returned,,2024-12-23
11045,11045,USPS,in-transit,2024-03-30,
11046,11046,DHL,Delivered,2024-10-19,
11047,11047,DHL,Delivered,2024-04-30,
11048,11048,USPS,Delivered,2024-10-08,
11049,11049,DHL,Delivered,2024-04-30,
11050,11050,Purolator,Delivered,2024-07-28,
11051,11051,Canada Post,Returned,,2024-12-30
11052,11052,FedEx,out-for-delivery,2024-02-29,
11053,11053,USPS,out-for-delivery,2024-10-08,
11054,11054,DHL,Delivered,2024-02-28,
11055,11055,UPS,Delivered,2024-04-16,
11056,11056,Canada Post,in-transit,2024-07-26,
11057,11057,USPS,Delivered,2024-06-02,
11058,11058,UPS,out-for-delivery,2024-06-14,
11059,11059,USPS,in-transit,2024-10-16,
11060,11060,FedEx,out-for-delivery,2024-12-20,
11061,11061,UPS,Delivered,2024-08-28,
11062,11062,DHL,in-transit,2024-09-29,
11063,11063,UPS,in-transit,2024-09-27,
11064,11064,Purolator,Delivered,2024-09-30,
11065,11065,Purolator,out-for-delivery,2024-08-02,
11066,11066,Purolator,out-for-delivery,2024-08-19,
11067,11067,DHL,out-for-delivery,2024-09-10,
11068,11068,DHL,in-transit,2024-05-19,
11069,11069,Canada Post,in-transit,2024-02-25,
11070,11070,FedEx,out-for-delivery,2025-01-07,
11071,11071,UPS,out-for-delivery,2024-06-28,
11072,11072,FedEx,Delivered,2025-01-07,
11073,11073,DHL,Delivered,2025-01-13,
11074,11074,DHL,in-transit,2024-11-11,
11075,11075,Canada Post,Returned,,2024-09-19
11076,11076,UPS,Delivered,2024-05-04,
11077,11077,DHL,Delivered,2024-02-26,
11078,11078,FedEx,in-transit,2024-07-27,
11079,11079,DHL,Delivered,2024-04-08,
11080,11080,USPS,Delivered,2024-04-10,
11081,11081,Purolator,in-transit,2024-08-13,
11082,11082,Canada Post,Delivered,2024-02-25,
11083,11083,UPS,Returned,,2024-08-08
11084,11084,Purolator,out-for-delivery,2024-11-14,
11085,11085,FedEx,in-transit,2024-01-21,
11086,11086,FedEx,Returned,,2024-11-02
11087,11087,FedEx,in-transit,2024-12-02,
11088,11088,Canada Post,Delivered,2024-05-09,
11089,11089,UPS,out-for-delivery,2024-02-03,
11090,11090,FedEx,out-for-delivery,2024-11-17,
11091,11091,Purolator,Delivered,2024-11-28,
11092,11092,FedEx,Delivered,2024-01-14,
11093,11093,UPS,Delivered,2024-08-19,
11094,11094,Canada Post,Delivered,2024-08-31,
11095,11095,Purolator,in-transit,2024-04-28,
11096,11096,Canada Post,in-transit,2024-05-19,
11097,11097,DHL,in-transit,2024-03-26,
11098,11098,UPS,Delivered,2024-12-25,
11099,11099,UPS,in-transit,2024-09-03,
11100,11100,USPS,Delivered,2024-02-08,
11101,11101,Canada Post,Delivered,2024-01-12,
11102,11102,DHL,Delivered,2024-07-01,
11103,11103,USPS,in-transit,2024-10-23,
11104,11104,Canada Post,Delivered,2024-02-05,
11105,11105,DHL,Delivered,2024-09-24,
11106,11106,Purolator,in-transit,2024-11-15,
11107,11107,USPS,in-transit,2024-04-22,
11108,11108,Canada Post,out-for-delivery,2024-07-15,
11109,11109,UPS,out-for-delivery,2024-01-16,
11110,11110,FedEx,Delivered,2024-12-14,
11111,11111,DHL,Returned,,2024-09-10
11112,11112,USPS,out-for-delivery,2024-03-12,
11113,11113,FedEx,Delivered,2024-08-24,
11114,11114,FedEx,Delivered,2024-10-18,
11115,11115,Canada Post,in-transit,2024-10-21,
11116,11116,DHL,Delivered,2024-03-06,
11117,11117,DHL,Delivered,2024-03-13,
11118,11118,Purolator,Delivered,2024-01-16,
11119,11119,Canada Post,in-transit,2024-08-04,
11120,11120,DHL,Delivered,2024-08-02,
11121,11121,Purolator,out-for-delivery,2024-11-25,
11122,11122,DHL,Delivered,2024-09-04,
11123,11123,USPS,Delivered,2025-01-15,
11124,11124,USPS,out-for-delivery,2024-04-08,
11125,11125,FedEx,Delivered,2024-08-29,
11126,11126,USPS,out-for-delivery,2024-03-11,
11127,11127,DHL,Delivered,2024-02-15,
11128,11128,Canada Post,in-transit,2024-06-27,
11129,11129,DHL,in-transit,2024-07-01,
11130,11130,UPS,Delivered,2024-02-13,
11131,11131,UPS,Delivered,2024-09-20,
11132,11132,FedEx,Delivered,2024-05-23,
11133,11133,Purolator,Delivered,2024-03-06,
11134,11134,Purolator,Delivered,2024-12-19,
11135,11135,FedEx,Delivered,2024-09-01,
11136,11136,Canada Post,out-for-delivery,2025-01-17,
11137,11137,Purolator,out-for-delivery,2024-10-24,
11138,11138,DHL,Delivered,2024-09-15,
11139,11139,UPS,Delivered,2024-04-16,
11140,11140,Canada Post,out-for-delivery,2024-07-06,
11141,11141,DHL,in-transit,2024-11-04,
11142,11142,FedEx,Delivered,2024-07-01,
11143,11143,DHL,in-transit,2024-06-21,
11144,11144,FedEx,out-for-delivery,2024-05-13,
11145,11145,DHL,out-for-delivery,2024-11-21,
11146,11146,Canada Post,Returned,,2024-12-08
11147,11147,DHL,Delivered,2024-04-18,
11148,11148,Purolator,Delivered,2024-04-12,
11149,11149,USPS,Delivered,2024-07-18,
11150,11150,DHL,Delivered,2025-01-04,
11151,11151,Canada Post,out-for-delivery,2024-03-02,
11152,11152,Purolator,Returned,,2024-05-27
11153,11153,FedEx,out-for-delivery,2024-03-05,
11154,11154,Purolator,out-for-delivery,2024-11-11,
11155,11155,DHL,out-for-delivery,2024-03-05,
11156,11156,FedEx,in-transit,2024-06-02,
11157,11157,Purolator,Returned,,2024-12-17
11158,11158,Canada Post,in-transit,2024-04-29,
11159,11159,FedEx,in-transit,2024-02-09,
11160,11160,USPS,in-transit,2024-07-12,
11161,11161,Canada Post,out-for-delivery,2024-03-23,
11162,11162,DHL,Returned,,2024-06-14
11163,11163,UPS,Delivered,2024-10-24,
11164,11164,USPS,out-for-delivery,2024-05-09,
11165,11165,DHL,in-transit,2024-08-12,
11166,11166,USPS,out-for-delivery,2024-02-21,
11167,11167,Purolator,Delivered,2024-06-28,
11168,11168,USPS,Delivered,2024-12-30,
11169,11169,Canada Post,Delivered,2024-01-11,
11170,11170,USPS,out-for-delivery,2024-12-05,
11171,11171,UPS,out-for-delivery,2024-08-13,
11172,11172,USPS,Delivered,2024-09-08,
11173,11173,Purolator,Delivered,2024-10-07,
11174,11174,USPS,Delivered,2024-10-25,
11175,11175,FedEx,Delivered,2024-09-14,
11176,11176,UPS,Returned,,2024-03-20
11177,11177,FedEx,Delivered,2024-01-31,
11178,11178,Purolator,Returned,,2024-04-17
11179,11179,DHL,in-transit,2024-09-23,
11180,11180,FedEx,Delivered,2024-12-19,
11181,11181,USPS,in-transit,2024-11-26,
11182,11182,Purolator,out-for-delivery,2024-02-18,
11183,11183,FedEx,out-for-delivery,2024-08-16,
11184,11184,Canada Post,in-transit,2024-12-02,
11185,11185,Purolator,Delivered,2024-02-17,
11186,11186,USPS,Delivered,2024-12-13,
11187,11187,DHL,out-for-delivery,2024-12-24,
11188,11188,USPS,out-for-delivery,2024-03-26,
11189,11189,UPS,out-for-delivery,2024-10-06,
11190,11190,FedEx,in-transit,2024-05-01,
11191,11191,Purolator,Delivered,2024-07-31,
11192,11192,DHL,Delivered,2024-03-08,
11193,11193,USPS,Delivered,2024-10-27,
11194,11194,UPS,out-for-delivery,2024-05-10,
11195,11195,UPS,Delivered,2024-02-28,
11196,11196,FedEx,in-transit,2024-03-15,
11197,11197,Purolator,in-transit,2024-08-03,
11198,11198,FedEx,Delivered,2024-06-18,
11199,11199,USPS,Delivered,2024-05-13,
11200,11200,Canada Post,Delivered,2024-10-05,
11201,11201,DHL,Delivered,2024-08-18,
11202,11202,DHL,Delivered,2024-06-14,
11203,11203,FedEx,Delivered,2024-08-22,
11204,11204,DHL,out-for-delivery,2024-10-13,
11205,11205,FedEx,Delivered,2024-06-05,
11206,11206,UPS,out-for-delivery,2024-02-06,
11207,11207,DHL,Delivered,2024-07-01,
11208,11208,DHL,in-transit,2024-04-24,
11209,11209,FedEx,Delivered,2024-07-01,
11210,11210,FedEx,Delivered,2025-01-03,
11211,11211,Canada Post,Delivered,2024-11-30,
11212,11212,USPS,Returned,,2024-12-01
11213,11213,UPS,Delivered,2024-02-20,
11214,11214,FedEx,Delivered,2024-02-20,
11215,11215,FedEx,Delivered,2024-06-25,
11216,11216,USPS,Delivered,2024-03-22,
11217,11217,USPS,in-transit,2024-04-22,
11218,11218,DHL,Delivered,2024-08-20,
11219,11219,Canada Post,out-for-delivery,2025-01-23,
11220,11220,Canada Post,Delivered,2024-04-06,
11221,11221,DHL,Returned,,2024-05-27
11222,11222,Purolator,Delivered,2024-05-19,
11223,11223,UPS,out-for-delivery,2024-03-24,
11224,11224,USPS,Delivered,2024-07-15,
11225,11225,UPS,Delivered,2024-01-12,
11226,11226,DHL,Delivered,2024-03-16,
11227,11227,Canada Post,in-transit,2024-04-06,
11228,11228,USPS,Delivered,2024-08-23,
11229,11229,USPS,Returned,,2024-08-16
11230,11230,USPS,out-for-delivery,2024-05-20,
11231,11231,UPS,Returned,,2024-06-25
11232,11232,USPS,Delivered,2024-10-22,
11233,11233,USPS,in-transit,2024-07-27,
11234,11234,UPS,out-for-delivery,2024-10-13,
11235,11235,USPS,Delivered,2024-11-26,
11236,11236,DHL,in-transit,2025-01-12,
11237,11237,Purolator,in-transit,2024-04-04,
11238,11238,Canada Post,in-transit,2024-02-06,
11239,11239,UPS,out-for-delivery,2024-10-06,
11240,11240,FedEx,out-for-delivery,2024-12-27,
11241,11241,UPS,in-transit,2024-02-07,
11242,11242,Purolator,Delivered,2024-10-15,
11243,11243,Canada Post,in-transit,2024-05-18,
11244,11244,Purolator,out-for-delivery,2024-03-21,
11245,11245,UPS,Delivered,2024-04-20,
11246,11246,DHL,out-for-delivery,2024-12-20,
11247,11247,Purolator,Delivered,2024-10-31,
11248,11248,DHL,Delivered,2024-10-12,
11249,11249,USPS,out-for-delivery,2024-03-02,
11250,11250,DHL,Delivered,2024-05-07,
11251,11251,UPS,out-for-delivery,2024-05-31,
11252,11252,FedEx,out-for-delivery,2024-01-06,
11253,11253,DHL,Returned,,2024-09-12
11254,11254,UPS,out-for-delivery,2024-05-23,
11255,11255,Canada Post,Delivered,2024-09-05,
11256,11256,FedEx,Delivered,2024-10-31,
